GAMEID,DATE,DH,EJECTEE,EJECTEENAME,TEAM,JOB,UMPIRE,UMPIRENAME,INNING,REASON
CAL199408050,08/05/1994, ,lamog101,"Gene Lamont",CHA,M,welkt901,"Tim Welke",7,"Balls and strikes"
BOS199408072,08/07/1994,2,bellj002,"Albert Belle",CLE,P,hirsj901,"John Hirschbeck",12,"Fair/foul call"
COL199408070,08/07/1994, ,bayld001,"Don Baylor",COL,M,bellw901,"Wally Bell",7,"Call at 1B"
PIT199408070,08/07/1994, ,torrj101,"Joe Torre",SLN,M,herna901,"Angel Hernandez",4,"HBP call"
CIN199408090,08/09/1994, ,johnd105,"Davey Johnson",CIN,M,herna901,"Angel Hernandez",7,"Interference call"
CIN199408100,08/10/1994, ,lasot101,"Tom Lasorda",LAN,M,davib902,"Bob Davidson",6,"Interference non-call"
DET199408100,08/10/1994, ,garnp001,"Phil Garner",MIL,M,barrt901,"Ted Barrett",8,"Called third strike"
DET199408100,08/10/1994, ,wardt001,"Turner Ward",MIL,P,barrt901,"Ted Barrett",8,"Called third strike"
FLO199408110,08/11/1994, ,shefg001,"Gary Sheffield",FLO,P,vanol901,"Larry Vanover",5,"Balls and strikes"
COL199504260,04/26/1995, ,bonib001,"Bobby Bonilla",NYN,P,bovet901,"Terry Bovey",11,"Called third strike"
COL199504260,04/26/1995, ,greed101,"Dallas Green",NYN,M,bovet901,"Terry Bovey",11,"Called third strike"
TEX199504270,04/27/1995, ,cookd001,"Dennis Cook",CLE,P,masod901,"Darrel Mason",8,"Fair/foul call on home run"
PHI199504290,04/29/1995, ,fregj101,"Jim Fregosi",PHI,M,widlm901,"Mark Widlowski",8,"Run scored after 3rd out"
LAN199504300,04/30/1995, ,lasot101,"Tom Lasorda",LAN,M,fordw901,"Wade Ford",7,"Interference non-call"
NYN199504300,04/30/1995, ,torrj101,"Joe Torre",SLN,M,ballf901,"Frank Ballina",2,"Interference call"
TOR199505010,05/01/1995, ,gastc101,"Cito Gaston",TOR,M,waldl901,"Larry Walding",7,"Call at 1B (reversed after ejection)"
MON199505020,05/02/1995, ,alouf101,"Felipe Alou",MON,M,janud901,"Don January",6,"Argument over lineup change"
CAL199505040,05/04/1995, ,bosks001,"Shawn Boskie",CAL,P,roe-r901,"Rocky Roe",7,"Fighting"
SEA199505120,05/12/1995, ,guilo001,"Ozzie Guillen",CHA,P,cobld901,"Drew Coble",2,"Balls and strikes (from bench)"
ATL199505140,05/14/1995, ,johnd105,"Davey Johnson",CIN,M,ripps901,"Steve Rippley",1,"Check swing"
FLO199505150,05/15/1995, ,shefg001,"Gary Sheffield",FLO,P,hohnb901,"Bill Hohn",2,"Called third strike"
FLO199505150,05/15/1995, ,dyksl001,"Lenny Dykstra",PHI,P,hohnb901,"Bill Hohn",7,"Balls and strikes"
MIN199505150,05/15/1995, ,philt001,"Tony Phillips",CAL,P,hirsj901,"John Hirschbeck",5,"Called third strike"
FLO199505160,05/16/1995, ,lachr101,"Rene Lachemann",FLO,M,davib902,"Bob Davidson",10,"Failure to control player"
FLO199505160,05/16/1995, ,pendt001,"Terry Pendleton",FLO,P,hohnb901,"Bill Hohn",10,"Call at 3B (Bumped umpire)"
ATL199505190,05/19/1995, ,dawsa001,"Andre Dawson",FLO,P,herna901,"Angel Hernandez",4,"Balls and strikes"
HOU199505190,05/19/1995, ,collt801,"Terry Collins",HOU,M,willc901,"Charlie Williams",4,"Intentional HBP"
HOU199505190,05/19/1995, ,kiled001,"Darryl Kile",HOU,P,willc901,"Charlie Williams",4,"Intentional HBP"
TEX199505200,05/20/1995, ,garnp001,"Phil Garner",MIL,M,koscg901,"Greg Kosc",4,"Intentional HBP"
TEX199505200,05/20/1995, ,hamid001,"Darryl Hamilton",MIL,P,koscg901,"Greg Kosc",4,"Balls and strikes"
TEX199505200,05/20/1995, ,robes001,"Sid Roberson",MIL,P,koscg901,"Greg Kosc",4,"Intentional HBP"
TOR199505240,05/24/1995, ,gastc101,"Cito Gaston",TOR,M,meric901,"Chuck Meriwether",5,"Call at HP"
NYN199505270,05/27/1995, ,bautj001,"Jose Bautista",SFN,P,hohnb901,"Bill Hohn",3,"Intentional HBP"
CAL199505280,05/28/1995, ,knoob101,"Bobby Knoop",CAL,C,younl901,"Larry Young",1,"Call at 2B"
PHI199505280,05/28/1995, ,moram001,"Mickey Morandini",PHI,P,kellj901,"Jeff Kellogg",9,"Called third strike"
PIT199505280,05/28/1995, ,leylj801,"Jim Leyland",PIT,M,bonig901,"Greg Bonin",8,"Called third strike"
SEA199505310,05/31/1995, ,showb801,"Buck Showalter",NYA,M,tscht901,"Tim Tschida",6,"Arguing warnings after HBP"
CIN199506020,06/02/1995, ,waltj001,"Jerome Walton",CIN,P,bellw901,"Wally Bell",6,"Balls and strikes"
NYA199506020,06/02/1995, ,oneip001,"Paul O'Neill",NYA,P,cedeg901,"Gary Cederstrom",7,"Balls and strikes"
BOS199506030,06/03/1995, ,pinil001,"Lou Piniella",SEA,M,joycj901,"Jim Joyce",2,"Balls and strikes"
SFN199506040,06/04/1995, ,podrj101,"Johnny Podres",PHI,C,davig901,"Gerry Davis",3,"Balls and strikes"
CIN199506050,06/05/1995, ,clard001,"Dave Clark",PIT,P,relic901,"Charlie Reliford",9,"Called third strike"
COL199506060,06/06/1995, ,perrg001,"Gerald Perry",SLN,P,poncl901,"Larry Poncino",8,"Balls and strikes"
BAL199506070,06/07/1995, ,benia001,"Armando Benitez",BAL,P,phild901,"Dave Phillips",8,"Intentional HBP"
NYA199506070,06/07/1995, ,larut101,"Tony LaRussa",OAK,M,scotd901,"Dale Scott",9,"Balls and strikes"
NYA199506070,06/07/1995, ,steit001,"Terry Steinbach",OAK,P,scotd901,"Dale Scott",9,"Balls and strikes"
BOS199506080,06/08/1995, ,macfm001,"Mike Macfarlane",BOS,P,reedr901,"Rick Reed",7,"Fighting"
BOS199506080,06/08/1995, ,philt001,"Tony Phillips",CAL,P,reedr901,"Rick Reed",7,"Fighting"
MIL199506080,06/08/1995, ,hargm001,"Mike Hargrove",CLE,M,cousd901,"Derryl Cousins",9,"Balls and strikes"
CHN199506110,06/11/1995, ,buecs001,"Steve Buechele",CHN,P,mealj901,"Jerry Meals",5,"Balls and strikes"
CHN199506110,06/11/1995, ,riggj801,"Jim Riggleman",CHN,M,mealj901,"Jerry Meals",5,"Balls and strikes"
CHN199506110,06/11/1995, ,dunss001,"Shawon Dunston",CHN,P,relic901,"Charlie Reliford",6,"Fighting"
SEA199506120,06/12/1995, ,bosic001,"Chris Bosio",SEA,P,shulj901,"John Shulock",2,"Balls and strikes"
TOR199506120,06/12/1995, ,gastc101,"Cito Gaston",TOR,M,scotd901,"Dale Scott",3,"Balls and strikes"
CAL199506170,06/17/1995, ,bevit801,"Terry Bevington",CHA,M,shulj901,"John Shulock",9,"Balls and strikes"
CAL199506170,06/17/1995, ,thomf001,"Frank Thomas",CHA,P,shulj901,"John Shulock",9,"Balls and strikes"
CLE199506170,06/17/1995, ,showb801,"Buck Showalter",NYA,M,morrd901,"Dan Morrison",5,"Called third strike"
TOR199506180,06/18/1995, ,oatej101,"Johnny Oates",TEX,M,fordd901,"Dale Ford",4,"Balls and strikes"
NYN199506190,06/19/1995, ,hundt001,"Todd Hundley",NYN,P,monte901,"Ed Montague",6,"Balls and strikes"
CAL199506210,06/21/1995, ,boonb001,"Bob Boone",KCA,M,brinj901,"Joe Brinkman",4,"Call at 2B"
CHA199506210,06/21/1995, ,bevit801,"Terry Bevington",CHA,M,mcclt901,"Tim McClelland",6,"Ejection of player"
CHA199506210,06/21/1995, ,ventr001,"Robin Ventura",CHA,P,mcclt901,"Tim McClelland",6,"Called third strike"
PIT199506210,06/21/1995, ,bellj001,"Jay Bell",PIT,P,gormb901,"Brian Gorman",9,"Balls and strikes"
LAN199506230,06/23/1995, ,baked002,"Dusty Baker",SFN,M,rungp901,"Paul Runge",5,"Call at HP"
ATL199506240,06/24/1995, ,cox-b103,"Bobby Cox",ATL,M,wintm901,"Mike Winters",6,"Call at 1B"
SEA199506280,06/28/1995, ,hendr001,"Rickey Henderson",OAK,P,mckej901,"Jim McKean",7,"Call at 3B"
MIL199506290,06/29/1995, ,wegmb001,"Bill Wegman",MIL,P,roe-r901,"Rocky Roe",6,"Intentional HBP"
MIL199506290,06/29/1995, ,garnp001,"Phil Garner",MIL,M,roe-r901,"Rocky Roe",6,"Intentional HBP"
MIL199506290,06/29/1995, ,dibbr001,"Rob Dibble",CHA,P,roe-r901,"Rocky Roe",9,"Throwing at batter"
MIL199506290,06/29/1995, ,listp001,"Pat Listach",MIL,P,roe-r901,"Rocky Roe",9,"Fighting"
PHI199506290,06/29/1995, ,dauld001,"Darren Daulton",PHI,P,rapue901,"Ed Rapuano",1,"Balk call"
PHI199506290,06/29/1995, ,fregj101,"Jim Fregosi",PHI,M,rapue901,"Ed Rapuano",1,"Balk call"
CHN199506300,06/30/1995, ,mcrab001,"Brian McRae",CHN,P,gormb901,"Brian Gorman",7,"Balls and strikes (Bumped umpire)"
CHN199506300,06/30/1995, ,riggj801,"Jim Riggleman",CHN,M,gormb901,"Brian Gorman",7,"Balls and strikes"
KCA199506300,06/30/1995, ,colev001,"Vince Coleman",KCA,P,joycj901,"Jim Joyce",6,"Called third strike"
PHI199507010,07/01/1995, ,dauld001,"Darren Daulton",PHI,P,relic901,"Charlie Reliford",4,"Called third strike"
TOR199507010,07/01/1995, ,gastc101,"Cito Gaston",TOR,M,brinj901,"Joe Brinkman",1,"Call at 1B"
MIL199507020,07/02/1995, ,garnp001,"Phil Garner",MIL,M,craft901,"Terry Craft",8,"Balls and strikes"
CAL199507030,07/03/1995, ,gastc101,"Cito Gaston",TOR,M,culbf901,"Fieldin Culbreth",7,"Balls and strikes"
CIN199507040,07/04/1995, ,waltj001,"Jerome Walton",CIN,P,vanol901,"Larry Vanover",6,"Call at 1B"
CIN199507050,07/05/1995, ,bondb001,"Barry Bonds",SFN,P,vanol901,"Larry Vanover",3,"Called third strike"
OAK199507060,07/06/1995, ,larut101,"Tony LaRussa",OAK,M,barnl901,"Larry Barnett",6,"Check swing"
ATL199507070,07/07/1995, ,cox-b103,"Bobby Cox",ATL,M,hohnb901,"Bill Hohn",2,"Check swing"
OAK199507081,07/08/1995,1,johnd003,"Doug Johns",OAK,P,morrd901,"Dan Morrison",4,"Throwing at batter"
OAK199507081,07/08/1995,1,harkm001,"Mike Harkey",OAK,P,morrd901,"Dan Morrison",7,"Throwing at batter"
OAK199507082,07/08/1995,2,lansc001,"Carney Lansford",OAK,C,clara901,"Al Clark",1,"Call in previous game; Pregame meeting"
OAK199507082,07/08/1995,2,alomr001,"Roberto Alomar",TOR,P,clara901,"Al Clark",5,"Called third strike"
CLE199507142,07/14/1995,2,giamj001,"Jason Giambi",OAK,P,cousd901,"Derryl Cousins",8,"Call at 1B"
SFN199507150,07/15/1995, ,brocd001,"Doug Brocail",HOU,P,willc901,"Charlie Williams",7,"Balls and strikes (Bumped umpire)"
SFN199507150,07/15/1995, ,collt801,"Terry Collins",HOU,M,willc901,"Charlie Williams",7,"Balls and strikes"
BAL199507160,07/16/1995, ,colev001,"Vince Coleman",KCA,P,hirsj901,"John Hirschbeck",9,"Balk non-call"
COL199507200,07/20/1995, ,fregj101,"Jim Fregosi",PHI,M,demud901,"Dana DeMuth",1,"Check swing"
COL199507200,07/20/1995, ,vukoj101,"John Vukovich",PHI,C,demud901,"Dana DeMuth",1,"Check swing"
COL199507200,07/20/1995, ,duncm001,"Mariano Duncan",PHI,P,demud901,"Dana DeMuth",1,"Bench jockeying"
CHA199507220,07/22/1995, ,bevit801,"Terry Bevington",CHA,M,younl901,"Larry Young",7,"Fighting"
CHA199507220,07/22/1995, ,garnp001,"Phil Garner",MIL,M,younl901,"Larry Young",7,"Fighting"
OAK199507220,07/22/1995, ,duncd101,"Dave Duncan",OAK,C,shulj901,"John Shulock",9,"Balls and strikes"
OAK199507220,07/22/1995, ,larut101,"Tony LaRussa",OAK,M,shulj901,"John Shulock",9,"Balls and strikes"
CHA199507230,07/23/1995, ,mcanj001,"Jamie McAndrew",MIL,P,reilm901,"Mike Reilly",8,"Intentional HBP"
PIT199507240,07/24/1995, ,cox-b103,"Bobby Cox",ATL,M,kellj901,"Jeff Kellogg",1,"Balls and strikes"
SEA199507240,07/24/1995, ,pinil001,"Lou Piniella",SEA,M,craft901,"Terry Craft",6,"Balls and strikes"
LAN199507260,07/26/1995, ,cox-b103,"Bobby Cox",ATL,M,rungp901,"Paul Runge",5,"Balls and strikes"
DET199507270,07/27/1995, ,gibsk001,"Kirk Gibson",DET,P,evanj901,"Jim Evans",5,"Called third strike (Bumped umpire)"
MON199507270,07/27/1995, ,penag001,"Geronimo Pena",SLN,P,davig901,"Gerry Davis",6,"Appeal play"
BAL199507280,07/28/1995, ,krukj001,"John Kruk",CHA,P,onorb901,"Brian O'Nora",9,"Called third strike"
LAN199507280,07/28/1995, ,websm001,"Mitch Webster",LAN,P,darlg901,"Gary Darling",8,"Called third strike"
NYN199507280,07/28/1995, ,marta001,"Al Martin",PIT,P,hallt901,"Tom Hallion",5,"Balls and strikes"
MON199507300,07/30/1995, ,bayld001,"Don Baylor",COL,M,wintm901,"Mike Winters",5,"Called third strike"
MON199507300,07/30/1995, ,giraj001,"Joe Girardi",COL,P,wintm901,"Mike Winters",5,"Called third strike"
PIT199508020,08/02/1995, ,pegus001,"Steve Pegues",PIT,P,davib902,"Bob Davidson",9,"Called third strike"
PIT199508030,08/03/1995, ,parem001,"Mark Parent",PIT,P,hohnb901,"Bill Hohn",5,"Balls and strikes"
COL199508040,08/04/1995, ,walkl001,"Larry Walker",COL,P,herna901,"Angel Hernandez",7,"Balls and strikes"
SLN199508060,08/06/1995, ,jorgm001,"Mike Jorgensen",SLN,M,willc901,"Charlie Williams",7,"Call at 1B"
TOR199508070,08/07/1995, ,peret003,"Tomas Perez",TOR,P,hirsj901,"John Hirschbeck",7,"Bench jockeying (Laughed umpire hit by pitch)"
MIN199508080,08/08/1995, ,stott001,"Todd Stottlemyre",OAK,P,brinj901,"Joe Brinkman",-1,"Bench jockeying"
NYA199508080,08/08/1995, ,regap101,"Phil Regan",BAL,M,koscg901,"Greg Kosc",6,"Call at 1B (bumped umpire)"
SFN199508080,08/08/1995, ,clayr001,"Royce Clayton",SFN,P,hallt901,"Tom Hallion",6,"Call at 1B"
FLO199508090,08/09/1995, ,rojac101,"Cookie Rojas",FLO,C,grege901,"Eric Gregg",1,"Balls and strikes"
NYA199508090,08/09/1995, ,andeb001,"Brady Anderson",BAL,P,koscg901,"Greg Kosc",9,"Called third strike"
SEA199508090,08/09/1995, ,sojol001,"Luis Sojo",SEA,P,mckej901,"Jim McKean",6,"Called third strike"
LAN199508100,08/10/1995, ,karre001,"Eric Karros",LAN,P,quicj901,"Jim Quick",9,"Called third strike"
LAN199508100,08/10/1995, ,mondr002,"Raul Mondesi",LAN,P,quicj901,"Jim Quick",9,"Balls and strikes"
LAN199508100,08/10/1995, ,lasot101,"Tom Lasorda",LAN,M,quicj901,"Jim Quick",9,"Balls and strikes"
NYA199508110,08/11/1995, ,hargm001,"Mike Hargrove",CLE,M,cousd901,"Derryl Cousins",5,"Balls and strikes"
NYA199508110,08/11/1995, ,vizqo001,"Omar Vizquel",CLE,P,cousd901,"Derryl Cousins",5,"Balls and strikes"
SFN199508130,08/13/1995, ,dunss001,"Shawon Dunston",CHN,P,quicj901,"Jim Quick",6,"Charging mound"
TEX199508130,08/13/1995, ,gastc101,"Cito Gaston",TOR,M,craft901,"Terry Craft",1,"Check swing"
TEX199508130,08/13/1995, ,whitd001,"Devon White",TOR,P,craft901,"Terry Craft",1,"Check swing"
BOS199508140,08/14/1995, ,kamis001,"Scott Kamieniecki",NYA,P,voltv901,"Vic Voltaggio",5,"Intentional HBP"
CHA199508140,08/14/1995, ,bevit801,"Terry Bevington",CHA,M,kaisk901,"Ken Kaiser",1,"Balls and strikes"
HOU199508160,08/16/1995, ,hayec001,"Charlie Hayes",PHI,P,gormb901,"Brian Gorman",6,"Called third strike"
TOR199508200,08/20/1995, ,maynb001,"Brent Mayne",KCA,P,welkt901,"Tim Welke",7,"Called third strike"
CAL199508220,08/22/1995, ,owens001,"Spike Owen",CAL,P,phild901,"Dave Phillips",5,"Bench jockeying"
CHN199508220,08/22/1995, ,sosas001,"Sammy Sosa",CHN,P,herna901,"Angel Hernandez",7,"Balls and strikes"
HOU199508220,08/22/1995, ,collt801,"Terry Collins",HOU,M,davig901,"Gerry Davis",5,"Balls and strikes"
MON199508220,08/22/1995, ,perec001,"Carlos Perez",MON,P,hohnb901,"Bill Hohn",5,"Fair/foul call (Bumped umpire)"
TOR199508220,08/22/1995, ,hargm001,"Mike Hargrove",CLE,M,meric901,"Chuck Meriwether",8,"Balls and strikes"
NYN199508230,08/23/1995, ,greed101,"Dallas Green",NYN,M,darlg901,"Gary Darling",9,"Fair/foul call"
SLN199508230,08/23/1995, ,jordb001,"Brian Jordan",SLN,P,rapue901,"Ed Rapuano",2,"Called third strike"
MON199508240,08/24/1995, ,tarat001,"Tony Tarasco",MON,P,wendh901,"Harry Wendelstedt",6,"Charging mound"
SEA199508240,08/24/1995, ,fermf001,"Felix Fermin",SEA,P,roe-r901,"Rocky Roe",2,"Call at 1B"
MIL199508250,08/25/1995, ,puckk001,"Kirby Puckett",MIN,P,merrd901,"Durwood Merrill",8,"Called third strike"
NYA199508290,08/29/1995, ,davic001,"Chili Davis",CAL,P,voltv901,"Vic Voltaggio",8,"Called third strike"
SDN199508310,08/31/1995, ,bochb002,"Bruce Bochy",SDN,M,barrm901,"Mark Barron",10,"Called third strike"
SDN199508310,08/31/1995, ,robeb002,"Bip Roberts",SDN,P,barrm901,"Mark Barron",10,"Called third strike"
SFN199508310,08/31/1995, ,jeffg001,"Gregg Jefferies",PHI,P,grege901,"Eric Gregg",9,"Called third strike"
BOS199509030,09/03/1995, ,lachm101,"Marcel Lachemann",CAL,M,barnl901,"Larry Barnett",5,"Balls and strikes"
BOS199509030,09/03/1995, ,philt001,"Tony Phillips",CAL,P,barnl901,"Larry Barnett",5,"Balls and strikes"
BAL199509040,09/04/1995, ,regap101,"Phil Regan",BAL,M,koscg901,"Greg Kosc",9,"Call at 3B"
HOU199509050,09/05/1995, ,gantr001,"Ron Gant",CIN,P,wendh901,"Harry Wendelstedt",7,"Fighting"
HOU199509050,09/05/1995, ,harrl001,"Lenny Harris",CIN,P,wendh901,"Harry Wendelstedt",7,"Fighting"
HOU199509050,09/05/1995, ,hernx001,"Xavier Hernandez",CIN,P,wendh901,"Harry Wendelstedt",7,"Throwing at batter"
HOU199509050,09/05/1995, ,johnd105,"Davey Johnson",CIN,M,wendh901,"Harry Wendelstedt",7,"Throwing at batter"
HOU199509050,09/05/1995, ,bordp001,"Pat Borders",HOU,P,wendh901,"Harry Wendelstedt",7,"Fighting"
HOU199509050,09/05/1995, ,collt801,"Terry Collins",HOU,M,wendh901,"Harry Wendelstedt",8,"Throwing at batter"
HOU199509050,09/05/1995, ,drabd001,"Doug Drabek",HOU,P,wendh901,"Harry Wendelstedt",8,"Throwing at batter"
TEX199509050,09/05/1995, ,clarw001,"Will Clark",TEX,P,phild901,"Dave Phillips",7,"Refusing to give ball to umpire"
TEX199509050,09/05/1995, ,oatej101,"Johnny Oates",TEX,M,cedeg901,"Gary Cederstrom",11,"Call at 2B"
CAL199509090,09/09/1995, ,knobc001,"Chuck Knoblauch",MIN,P,hirsj901,"John Hirschbeck",5,"Call at 2B"
SLN199509090,09/09/1995, ,bochb002,"Bruce Bochy",SDN,M,vanol901,"Larry Vanover",5,"Called third strike"
SLN199509090,09/09/1995, ,camik001,"Ken Caminiti",SDN,P,vanol901,"Larry Vanover",5,"Called third strike"
DET199509140,09/14/1995, ,garnp001,"Phil Garner",MIL,M,fordd901,"Dale Ford",8,"Balls and strikes"
TOR199509140,09/14/1995, ,molip001,"Paul Molitor",TOR,P,clara901,"Al Clark",1,"Check swing"
COL199509150,09/15/1995, ,pendt001,"Terry Pendleton",FLO,P,wintm901,"Mike Winters",1,"Called third strike"
CHA199509160,09/16/1995, ,thomf001,"Frank Thomas",CHA,P,tscht901,"Tim Tschida",6,"Called third strike"
KCA199509230,09/23/1995, ,tuckm001,"Michael Tucker",KCA,P,reedr901,"Rick Reed",7,"Called third strike"
FLO199509240,09/24/1995, ,hundt001,"Todd Hundley",NYN,P,tatat901,"Terry Tata",5,"Call at 1B"
SEA199509240,09/24/1995, ,larut101,"Tony LaRussa",OAK,M,joycj901,"Jim Joyce",1,"Balls and strikes"
NYN199509250,09/25/1995, ,knigr001,"Ray Knight",CIN,C,davib902,"Bob Davidson",6,"Arguing for rain stoppage"
SFN199509250,09/25/1995, ,manwk001,"Kirt Manwaring",SFN,P,kellj901,"Jeff Kellogg",8,"Called third strike (Bumped umpire)"
CHN199509260,09/26/1995, ,jordb001,"Brian Jordan",SLN,P,rapue901,"Ed Rapuano",9,"Check swing"
MIN199509280,09/28/1995, ,wilem101,"Mark Wiley",CLE,C,tscht901,"Tim Tschida",2,"Non-ejection"
CHN199509300,09/30/1995, ,collt801,"Terry Collins",HOU,M,willc901,"Charlie Williams",3,"Arguing missed tag"
NYN199509300,09/30/1995, ,greed101,"Dallas Green",NYN,M,pullf901,"Frank Pulli",8,"Two trips to mound with same batter"
LAN199510040,10/04/1995, ,mondr002,"Raul Mondesi",LAN,P,davib902,"Bob Davidson",7,"Balls and strikes"
SEA199510170,10/17/1995, ,sojol001,"Luis Sojo",SEA,P,cobld901,"Drew Coble",7,"Called third strike"
CAL199604020,04/02/1996, ,wickk001,"Kevin Wickander",MIL,P,evanj901,"Jim Evans",8,"Throwing at batter"
FLO199604040,04/04/1996, ,marta001,"Al Martin",PIT,P,davib902,"Bob Davidson",8,"Balls and strikes"
ATL199604050,04/05/1996, ,waltj001,"Jerome Walton",ATL,P,bonig901,"Greg Bonin",12,"Called third strike"
KCA199604060,04/06/1996, ,belis001,"Stan Belinda",BOS,P,scotd901,"Dale Scott",8,"Intentional HBP"
NYA199604090,04/09/1996, ,pagem001,"Mitchell Page",KCA,C,welkt901,"Tim Welke",7,"Balk non-call"
NYA199604110,04/11/1996, ,robeb002,"Bip Roberts",KCA,P,welkt901,"Tim Welke",7,"Balls and strikes (Threw helmet)"
BAL199604160,04/16/1996, ,johnd105,"Davey Johnson",BAL,M,denkd901,"Don Denkinger",7,"Check swing"
MON199604230,04/23/1996, ,alouf101,"Felipe Alou",MON,M,hallt901,"Tom Hallion",4,"Automatic ejection for throwing at batter after warning"
MON199604230,04/23/1996, ,ruetk001,"Kirk Rueter",MON,P,hallt901,"Tom Hallion",4,"Automatic ejection for throwing at batter after warning"
NYN199604230,04/23/1996, ,greed101,"Dallas Green",NYN,M,hohnb901,"Bill Hohn",6,"Balls and strikes"
PHI199604230,04/23/1996, ,incap001,"Pete Incaviglia",PHI,P,poncl901,"Larry Poncino",5,"Balls and strikes"
DET199604240,04/24/1996, ,bellb001,"Buddy Bell",DET,M,johnm901,"Mark Johnson",6,"Balls and strikes"
NYA199604240,04/24/1996, ,martd001,"Dennis Martinez",CLE,P,cedeg901,"Gary Cederstrom",4,"Balls and strikes"
LAN199604270,04/27/1996, ,amalj101,"Joey Amalfitano",LAN,C,davib902,"Bob Davidson",10,"Balk call"
SFN199604270,04/27/1996, ,bondb001,"Barry Bonds",SFN,P,hirsm901,"Mark Hirschbeck",6,"Called third strike"
SLN199604270,04/27/1996, ,alicl001,"Luis Alicea",SLN,P,herna901,"Angel Hernandez",7,"HBP non-call"
BAL199604300,04/30/1996, ,hoilc001,"Chris Hoiles",BAL,P,craft901,"Terry Craft",6,"Balls and strikes"
BAL199604300,04/30/1996, ,johnd105,"Davey Johnson",BAL,M,craft901,"Terry Craft",6,"Balls and strikes"
COL199605030,05/03/1996, ,pendt001,"Terry Pendleton",FLO,P,westj901,"Joe West",7,"Called third strike"
COL199605050,05/05/1996, ,"Mike Wallace","Mike Wallace",FLO,N,rungp901,"Paul Runge",7,"[Equipment manager] Call at HP"
PHI199605060,05/06/1996, ,fregj101,"Jim Fregosi",PHI,M,crawj901,"Jerry Crawford",5,"Called third strike"
PHI199605060,05/06/1996, ,whitm001,"Mark Whiten",PHI,P,crawj901,"Jerry Crawford",5,"Called third strike"
NYA199605070,05/07/1996, ,bellb001,"Buddy Bell",DET,M,reedr901,"Rick Reed",6,"Balls and strikes"
CHA199605090,05/09/1996, ,bevit801,"Terry Bevington",CHA,M,evanj901,"Jim Evans",9,"Balls and strikes"
CAL199605110,05/11/1996, ,murre001,"Eddie Murray",CLE,P,kaisk901,"Ken Kaiser",8,"Balls and strikes"
NYN199605110,05/11/1996, ,bulls001,"Scott Bullett",CHN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,gomel001,"Leo Gomez",CHN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,servs002,"Scott Servais",CHN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,wendt001,"Turk Wendell",CHN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,franj001,"John Franco",NYN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,harnp001,"Pete Harnisch",NYN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,hundt001,"Todd Hundley",NYN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,minob001,"Blas Minor",NYN,P,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
NYN199605110,05/11/1996, ,swiss101,"Steve Swisher",NYN,C,bonig901,"Greg Bonin",5,"Bench-clearing brawl"
MON199605120,05/12/1996, ,alouf101,"Felipe Alou",MON,M,wendh901,"Harry Wendelstedt",2,"Game delay due to fans throwing things"
FLO199605130,05/13/1996, ,shefg001,"Gary Sheffield",FLO,P,davib902,"Bob Davidson",6,"Fighting"
FLO199605130,05/13/1996, ,benea001,"Andy Benes",SLN,P,davib902,"Bob Davidson",6,"Fighting"
MIL199605150,05/15/1996, ,garnp001,"Phil Garner",MIL,M,fordd901,"Dale Ford",5,"HR reversal to double"
BOS199605190,05/19/1996, ,clucb801,"Bob Cluck",OAK,C,garcr901,"Rich Garcia",4,"Balls and strikes"
CIN199605200,05/20/1996, ,knigr001,"Ray Knight",CIN,M,willc901,"Charlie Williams",8,"Call at 3B"
CLE199605220,05/22/1996, ,hargm001,"Mike Hargrove",CLE,M,garcr901,"Rich Garcia",4,"Interference call"
